1, 0, 0, 0, 0, 0, -1.0, -1,2, 0, 0, 1, 308.05843601498725, 2, 55, 2, 45, 34, 25.0, 3, 1, 0, 0, 0, 280.7774919754075, 0, 0, 0, 0, 0, -1.0, -1, 1
1, 0, 0, 0, 0, 0, -1.0, -1,2, 0, 0, 1, 323.3032632065442, 2, 57, 2, 42, 33, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 1
1, 0, 0, 0, 0, 0, -1.0, -1,2, 0, 0, 1, 326.49655434629017, 2, 61, 2, 38, 33, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 1
1, 0, 0, 0, 0, 0, -1.0, -1,2, 0, 0, 1, 343.11076928595526, 2, 65, 2, 35, 32, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 1
1, 0, 0, 0, 0, 0, -1.0, -1,2, 0, 0, 2, 269.2582403567252, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,2, 0, 0, 2, 262.48809496813374, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,2, 0, 0, 2, 262.48809496813374, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,3, 0, 0, 2, 262.48809496813374, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,3, 0, 0, 2, 257.0992026436488, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,3, 0, 0, 2, 257.0992026436488, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,3, 0, 0, 2, 257.0992026436488, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,3, 0, 0, 2, 253.17977802344325, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,3, 0, 0, 2, 253.17977802344325, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,2, 0, 0, 2, 269.2582403567252, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,2, 0, 0, 2, 269.2582403567252, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,2, 0, 0, 2, 262.48809496813374, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,2, 0, 0, 2, 262.48809496813374, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,3, 0, 0, 2, 262.48809496813374, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 0, -1.0, -1, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,3, 0, 0, 2, 257.0992026436488, 2, 69, 2, 33, 29, 25.0, 3, 0, 0, 0, 1, 308.05843601498725, 2, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,2, 0, 0, 2, 262.48809496813374, 2, 68, 2, 33, 29, 25.0, 3, 0, 0, 0, 1, 224.72205054244233, 2, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,3, 0, 0, 2, 262.48809496813374, 2, 68, 2, 33, 29, 25.0, 3, 0, 0, 0, 1, 214.67184258770408, 2, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,3, 0, 0, 2, 257.0992026436488, 2, 68, 2, 33, 29, 25.0, 3, 0, 0, 0, 1, 204.83163818121457, 2, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,3, 0, 0, 2, 257.0992026436488, 2, 68, 2, 33, 29, 25.0, 3, 0, 0, 0, 1, 195.2331938989884, 2, 0, 0, 0, 0, -1.0, -1, 4
1, 0, 0, 0, 0, 0, -1.0, -1,3, 0, 0, 2, 257.0992026436488, 2, 68, 2, 33, 29, 25.0, 3, 0, 0, 0, 1, 185.9139585937538, 2, 0, 0, 0, 0, -1.0, -1, 4
